locusId	sysName	desc	comb	setATCH264 M9
HER17_RS18480	HER17_RS18480	baseplate J/gp47 family protein	HER17_RS18480 baseplate J/gp47 family protein	0.173604266030941
HER17_RS18490	HER17_RS18490	phage baseplate assembly protein V	HER17_RS18490 phage baseplate assembly protein V	-0.484476251862523
HER17_RS18500	HER17_RS18500	phage tail protein	HER17_RS18500 phage tail protein	0.333394001270315
HER17_RS18505	HER17_RS18505	LysB family phage lysis regulatory protein	HER17_RS18505 LysB family phage lysis regulatory protein	-0.653382531077566
HER17_RS18510	HER17_RS18510	glycoside hydrolase family protein	HER17_RS18510 glycoside hydrolase family protein	-0.191295523955223
HER17_RS18525	HER17_RS18525	head completion/stabilization protein	HER17_RS18525 head completion/stabilization protein	0.429438918067569
HER17_RS18530	HER17_RS18530	terminase endonuclease subunit	HER17_RS18530 terminase endonuclease subunit	0.515915728385693
HER17_RS18535	HER17_RS18535	phage major capsid protein, P2 family	HER17_RS18535 phage major capsid protein, P2 family	-0.196218350178294
HER17_RS18540	HER17_RS18540	GPO family capsid scaffolding protein	HER17_RS18540 GPO family capsid scaffolding protein	-0.415348899917579
HER17_RS18545	HER17_RS18545	terminase ATPase subunit family protein	HER17_RS18545 terminase ATPase subunit family protein	0.104397020425593
HER17_RS18555	HER17_RS18555	phage portal protein	HER17_RS18555 phage portal protein	0.0581133220850085
HER17_RS18560	HER17_RS18560	hypothetical protein	HER17_RS18560 hypothetical protein	-0.0877978220070776
HER17_RS18565	HER17_RS18565	hypothetical protein	HER17_RS18565 hypothetical protein	0.162762486390902
HER17_RS18570	HER17_RS18570	replication endonuclease	HER17_RS18570 replication endonuclease	0.0041896174631666
HER17_RS18580	HER17_RS18580	TraR/DksA C4-type zinc finger protein	HER17_RS18580 TraR/DksA C4-type zinc finger protein	-0.272022535144967
HER17_RS18595	HER17_RS18595	replication protein B	HER17_RS18595 replication protein B	-0.260667641773317
HER17_RS18600	HER17_RS18600	hypothetical protein	HER17_RS18600 hypothetical protein	0.303935909821084
HER17_RS18605	HER17_RS18605	hypothetical protein	HER17_RS18605 hypothetical protein	-0.231118991982252
HER17_RS18610	HER17_RS18610	phage regulatory CII family protein	HER17_RS18610 phage regulatory CII family protein	-0.0242170585087709
HER17_RS18615	HER17_RS18615	hypothetical protein	HER17_RS18615 hypothetical protein	-0.0458944908816936
HER17_RS18625	HER17_RS18625	tyrosine-type recombinase/integrase	HER17_RS18625 tyrosine-type recombinase/integrase	-0.0235764345142087
HER17_RS18630	HER17_RS18630	acyltransferase family protein	HER17_RS18630 acyltransferase family protein	0.0221744085933762
HER17_RS18635	HER17_RS18635	LysR family transcriptional regulator	HER17_RS18635 LysR family transcriptional regulator	-0.0795839481720348
HER17_RS18640	HER17_RS18640	type 1 glutamine amidotransferase domain-containing protein	HER17_RS18640 type 1 glutamine amidotransferase domain-containing protein	0.214700110077384
HER17_RS18645	HER17_RS18645	6-phospho-beta-glucosidase	HER17_RS18645 6-phospho-beta-glucosidase	-0.121909779955565
HER17_RS18650	HER17_RS18650	PTS glucose transporter subunit IIA	HER17_RS18650 PTS glucose transporter subunit IIA	-0.0108249595476484
HER17_RS18655	HER17_RS18655	DUF305 domain-containing protein	HER17_RS18655 DUF305 domain-containing protein	0.0449288803720531
HER17_RS18660	HER17_RS18660	GGDEF domain-containing protein	HER17_RS18660 GGDEF domain-containing protein	0.0514821911771217
HER17_RS18665	HER17_RS18665	ATP-independent periplasmic protein-refolding chaperone	HER17_RS18665 ATP-independent periplasmic protein-refolding chaperone	-0.19017725132672
HER17_RS18670	HER17_RS18670	hypothetical protein	HER17_RS18670 hypothetical protein	0.248432665293499
HER17_RS18675	HER17_RS18675	NADPH-dependent 2,4-dienoyl-CoA reductase	HER17_RS18675 NADPH-dependent 2,4-dienoyl-CoA reductase	0.130211600659913
HER17_RS18680	HER17_RS18680	23S rRNA (guanine(1835)-N(2))-methyltransferase RlmG	HER17_RS18680 23S rRNA (guanine(1835)-N(2))-methyltransferase RlmG	0.134463086764998
HER17_RS18685	HER17_RS18685	Gfo/Idh/MocA family oxidoreductase	HER17_RS18685 Gfo/Idh/MocA family oxidoreductase	-0.154413584376313
HER17_RS18690	HER17_RS18690	TerC family protein	HER17_RS18690 TerC family protein	-0.0923389880463668
HER17_RS18695	HER17_RS18695	serine/threonine transporter SstT	HER17_RS18695 serine/threonine transporter SstT	-0.146972087430748
HER17_RS18700	HER17_RS18700	YgjV family protein	HER17_RS18700 YgjV family protein	0.197258991165962
HER17_RS18705	HER17_RS18705	altronate dehydratase	HER17_RS18705 altronate dehydratase	0.135538941445324
HER17_RS18710	HER17_RS18710	tagaturonate reductase	HER17_RS18710 tagaturonate reductase	0.00606709907674441
HER17_RS18715	HER17_RS18715	glucuronate isomerase	HER17_RS18715 glucuronate isomerase	0.207883448515257
HER17_RS18720	HER17_RS18720	MFS transporter	HER17_RS18720 MFS transporter	0.0638551724531684
HER17_RS18725	HER17_RS18725	transcriptional regulator ExuR	HER17_RS18725 transcriptional regulator ExuR	-0.0750313818897979
HER17_RS18730	HER17_RS18730	DedA family protein	HER17_RS18730 DedA family protein	0.309549878053793
HER17_RS18735	HER17_RS18735	EnvZ/OmpR regulon moderator MzrA	HER17_RS18735 EnvZ/OmpR regulon moderator MzrA	-0.299908823885454
HER17_RS18740	HER17_RS18740	DUF1090 domain-containing protein	HER17_RS18740 DUF1090 domain-containing protein	0.596863941515963
HER17_RS18745	HER17_RS18745	DUF883 domain-containing protein	HER17_RS18745 DUF883 domain-containing protein	-0.168723656802657
HER17_RS18750	HER17_RS18750	phage holin family protein	HER17_RS18750 phage holin family protein	-0.0303007454676467
HER17_RS18755	HER17_RS18755	YqjK-like family protein	HER17_RS18755 YqjK-like family protein	-0.333446320382008
HER17_RS18760	HER17_RS18760	DoxX family protein	HER17_RS18760 DoxX family protein	0.164924027247665
HER17_RS18765	HER17_RS18765	glutathione S-transferase family protein	HER17_RS18765 glutathione S-transferase family protein	-0.0375338043732865
HER17_RS18770	HER17_RS18770	LysR family transcriptional regulator	HER17_RS18770 LysR family transcriptional regulator	0.015143133649512
HER17_RS18775	HER17_RS18775	pirin family protein	HER17_RS18775 pirin family protein	0.110333834358091
HER17_RS18780	HER17_RS18780	zinc uptake transcriptional repressor Zur	HER17_RS18780 zinc uptake transcriptional repressor Zur	0.146329064960782
HER17_RS18785	HER17_RS18785	RidA family protein	HER17_RS18785 RidA family protein	0.321308159882325
HER17_RS18800	HER17_RS18800	diacylglycerol kinase	HER17_RS18800 diacylglycerol kinase	0.936607057629569
HER17_RS18815	HER17_RS18815	chorismate lyase	HER17_RS18815 chorismate lyase	0.557856601588073
HER17_RS18835	HER17_RS18835	aspartate ammonia-lyase	HER17_RS18835 aspartate ammonia-lyase	-0.00372107888919926
HER17_RS18840	HER17_RS18840	anaerobic C4-dicarboxylate transporter	HER17_RS18840 anaerobic C4-dicarboxylate transporter	0.210532459677533
HER17_RS18845	HER17_RS18845	divalent cation tolerance protein CutA	HER17_RS18845 divalent cation tolerance protein CutA	0.0844354069642801
HER17_RS18850	HER17_RS18850	protein-disulfide reductase DsbD	HER17_RS18850 protein-disulfide reductase DsbD	0.0349871072863306
HER17_RS18855	HER17_RS18855	transcriptional regulator	HER17_RS18855 transcriptional regulator	0.191888894674732
HER17_RS18860	HER17_RS18860	LysE family translocator	HER17_RS18860 LysE family translocator	0.02775992006698
HER17_RS18865	HER17_RS18865	AraC family transcriptional regulator	HER17_RS18865 AraC family transcriptional regulator	0.0321348358381031
HER17_RS18875	HER17_RS18875	integrase arm-type DNA-binding domain-containing protein	HER17_RS18875 integrase arm-type DNA-binding domain-containing protein	-0.17492033819657
HER17_RS18885	HER17_RS18885	helix-turn-helix transcriptional regulator	HER17_RS18885 helix-turn-helix transcriptional regulator	-0.244628019579232
HER17_RS18890	HER17_RS18890	helix-turn-helix transcriptional regulator	HER17_RS18890 helix-turn-helix transcriptional regulator	-0.423970590468029
HER17_RS18895	HER17_RS18895	S8 family peptidase	HER17_RS18895 S8 family peptidase	0.107406342252279
HER17_RS18900	HER17_RS18900	ATP-binding protein	HER17_RS18900 ATP-binding protein	-0.116436957068961
HER17_RS18905	HER17_RS18905	helix-turn-helix domain-containing protein	HER17_RS18905 helix-turn-helix domain-containing protein	-0.549953081978245
HER17_RS18910	HER17_RS18910	GNAT family N-acetyltransferase	HER17_RS18910 GNAT family N-acetyltransferase	0.012878577363211
HER17_RS18915	HER17_RS18915	DUF1778 domain-containing protein	HER17_RS18915 DUF1778 domain-containing protein	0.168364492585323
HER17_RS18920	HER17_RS18920	LysR family transcriptional regulator	HER17_RS18920 LysR family transcriptional regulator	-0.0431588003746615
HER17_RS18925	HER17_RS18925	DUF2798 domain-containing protein	HER17_RS18925 DUF2798 domain-containing protein	-0.0860724657719263
HER17_RS18930	HER17_RS18930	phosphonate metabolism protein PhnP	HER17_RS18930 phosphonate metabolism protein PhnP	-0.0677234559638871
HER17_RS18935	HER17_RS18935	ribose 1,5-bisphosphokinase	HER17_RS18935 ribose 1,5-bisphosphokinase	0.0211671968664031
HER17_RS18940	HER17_RS18940	alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase	HER17_RS18940 alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase	0.0839821946773771
HER17_RS18955	HER17_RS18955	DUF4034 domain-containing protein	HER17_RS18955 DUF4034 domain-containing protein	0.0775478188808292
HER17_RS18960	HER17_RS18960	efflux RND transporter periplasmic adaptor subunit	HER17_RS18960 efflux RND transporter periplasmic adaptor subunit	-0.0421675502823251
HER17_RS18965	HER17_RS18965	HlyD family efflux transporter periplasmic adaptor subunit	HER17_RS18965 HlyD family efflux transporter periplasmic adaptor subunit	-0.213266823217065
HER17_RS18970	HER17_RS18970	HlyD family efflux transporter periplasmic adaptor subunit	HER17_RS18970 HlyD family efflux transporter periplasmic adaptor subunit	0.0128641678490713
HER17_RS18975	HER17_RS18975	tail fiber protein	HER17_RS18975 tail fiber protein	-0.212734915064589
HER17_RS18980	HER17_RS18980	putative Ig domain-containing protein	HER17_RS18980 putative Ig domain-containing protein	-0.0643727667263605
HER17_RS18985	HER17_RS18985	TolC family protein	HER17_RS18985 TolC family protein	0.102886832159224
HER17_RS18990	HER17_RS18990	amino acid adenylation domain-containing protein	HER17_RS18990 amino acid adenylation domain-containing protein	-0.0683522570505868
HER17_RS18995	HER17_RS18995	non-ribosomal peptide synthetase	HER17_RS18995 non-ribosomal peptide synthetase	0.06111461363054
HER17_RS19000	HER17_RS19000	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	HER17_RS19000 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	0.154185678469258
HER17_RS19005	HER17_RS19005	amino acid adenylation domain-containing protein	HER17_RS19005 amino acid adenylation domain-containing protein	-0.0582372504344282
HER17_RS19010	HER17_RS19010	isochorismatase	HER17_RS19010 isochorismatase	-0.138652071327428
HER17_RS19015	HER17_RS19015	(2,3-dihydroxybenzoyl)adenylate synthase	HER17_RS19015 (2,3-dihydroxybenzoyl)adenylate synthase	0.0516349713561521
HER17_RS19020	HER17_RS19020	isochorismate synthase	HER17_RS19020 isochorismate synthase	0.161452097844535
HER17_RS19025	HER17_RS19025	MFS transporter	HER17_RS19025 MFS transporter	-0.0599186714071624
HER17_RS19030	HER17_RS19030	TonB-dependent receptor	HER17_RS19030 TonB-dependent receptor	-0.134213626470495
HER17_RS19035	HER17_RS19035	4'-phosphopantetheinyl transferase superfamily protein	HER17_RS19035 4'-phosphopantetheinyl transferase superfamily protein	-0.290025850719848
HER17_RS19040	HER17_RS19040	NupC/NupG family nucleoside CNT transporter	HER17_RS19040 NupC/NupG family nucleoside CNT transporter	-0.121660242208649
HER17_RS19045	HER17_RS19045	TatD family hydrolase	HER17_RS19045 TatD family hydrolase	0.177379881589233
HER17_RS19055	HER17_RS19055	DUF1328 domain-containing protein	HER17_RS19055 DUF1328 domain-containing protein	0.0362113185948041
HER17_RS19060	HER17_RS19060	molecular chaperone OsmY	HER17_RS19060 molecular chaperone OsmY	-0.0704933349745629
HER17_RS19065	HER17_RS19065	peptide chain release factor 3	HER17_RS19065 peptide chain release factor 3	0.74144218444926
HER17_RS19070	HER17_RS19070	hypothetical protein	HER17_RS19070 hypothetical protein	0.0498067061126297
HER17_RS19075	HER17_RS19075	YtjB family periplasmic protein	HER17_RS19075 YtjB family periplasmic protein	0.0657168342393524
HER17_RS19080	HER17_RS19080	phosphoserine phosphatase	HER17_RS19080 phosphoserine phosphatase	-0.125333556835643
HER17_RS19085	HER17_RS19085	DNA repair protein RadA	HER17_RS19085 DNA repair protein RadA	-0.943188823339242
HER17_RS19090	HER17_RS19090	multifunctional transcriptional regulator/nicotinamide-nucleotide adenylyltransferase/ribosylnicotinamide kinase NadR	HER17_RS19090 multifunctional transcriptional regulator/nicotinamide-nucleotide adenylyltransferase/ribosylnicotinamide kinase NadR	-0.26709768930486
HER17_RS19095	HER17_RS19095	5-formyltetrahydrofolate cyclo-ligase	HER17_RS19095 5-formyltetrahydrofolate cyclo-ligase	-0.123445312672999
HER17_RS19105	HER17_RS19105	cell division protein ZapA	HER17_RS19105 cell division protein ZapA	0.13862763353662
HER17_RS19110	HER17_RS19110	YecA family protein	HER17_RS19110 YecA family protein	-0.342965217705479
HER17_RS19115	HER17_RS19115	Xaa-Pro aminopeptidase	HER17_RS19115 Xaa-Pro aminopeptidase	0.0848142267008214
HER17_RS19130	HER17_RS19130	hypothetical protein	HER17_RS19130 hypothetical protein	0.0287188890417243
HER17_RS19140	HER17_RS19140	YjeO family protein	HER17_RS19140 YjeO family protein	-0.599636070326145
HER17_RS19150	HER17_RS19150	DUF2645 family protein	HER17_RS19150 DUF2645 family protein	0.0121796263375953
HER17_RS19155	HER17_RS19155	NADP-dependent oxidoreductase	HER17_RS19155 NADP-dependent oxidoreductase	-0.0460760772686302
HER17_RS19160	HER17_RS19160	TIGR00645 family protein	HER17_RS19160 TIGR00645 family protein	-0.115899548537476
HER17_RS19165	HER17_RS19165	L-rhamnose/proton symporter RhaT	HER17_RS19165 L-rhamnose/proton symporter RhaT	-0.168044224099304
HER17_RS19170	HER17_RS19170	DUF2750 domain-containing protein	HER17_RS19170 DUF2750 domain-containing protein	0.0182248633526296
HER17_RS19175	HER17_RS19175	hypothetical protein	HER17_RS19175 hypothetical protein	0.242854581920905
HER17_RS19180	HER17_RS19180	hypothetical protein	HER17_RS19180 hypothetical protein	0.0758503464101112
HER17_RS19185	HER17_RS19185	hypothetical protein	HER17_RS19185 hypothetical protein	-0.000611476320055759
HER17_RS19190	HER17_RS19190	DUF4265 domain-containing protein	HER17_RS19190 DUF4265 domain-containing protein	-0.0202850429112325
HER17_RS19195	HER17_RS19195	YagU family protein	HER17_RS19195 YagU family protein	-0.147618834743052
HER17_RS19200	HER17_RS19200	MEKHLA domain-containing protein	HER17_RS19200 MEKHLA domain-containing protein	0.217476713788805
HER17_RS19205	HER17_RS19205	hypothetical protein	HER17_RS19205 hypothetical protein	-0.0601016725292784
HER17_RS19210	HER17_RS19210	ABC transporter substrate-binding protein	HER17_RS19210 ABC transporter substrate-binding protein	-0.0381415393093159
HER17_RS19215	HER17_RS19215	ABC transporter permease	HER17_RS19215 ABC transporter permease	-0.0819658037508868
HER17_RS19220	HER17_RS19220	ABC transporter permease	HER17_RS19220 ABC transporter permease	0.23341453835611
HER17_RS19225	HER17_RS19225	ABC transporter ATP-binding protein	HER17_RS19225 ABC transporter ATP-binding protein	-0.154531310852133
HER17_RS19230	HER17_RS19230	type II toxin-antitoxin system RelE/ParE family toxin	HER17_RS19230 type II toxin-antitoxin system RelE/ParE family toxin	0.637238100895202
HER17_RS19235	HER17_RS19235	ribbon-helix-helix protein, CopG family	HER17_RS19235 ribbon-helix-helix protein, CopG family	0.579943862964202
HER17_RS19240	HER17_RS19240	helix-turn-helix domain-containing protein	HER17_RS19240 helix-turn-helix domain-containing protein	0.113817720415704
HER17_RS19245	HER17_RS19245	HTH-type transcriptional activator RhaS	HER17_RS19245 HTH-type transcriptional activator RhaS	-0.468095186809992
HER17_RS19250	HER17_RS19250	rhamnulokinase	HER17_RS19250 rhamnulokinase	-0.0655275191350251
HER17_RS19255	HER17_RS19255	L-rhamnose isomerase	HER17_RS19255 L-rhamnose isomerase	0.398924392420653
HER17_RS19260	HER17_RS19260	rhamnulose-1-phosphate aldolase	HER17_RS19260 rhamnulose-1-phosphate aldolase	0.19399660590534
HER17_RS19265	HER17_RS19265	L-rhamnose mutarotase	HER17_RS19265 L-rhamnose mutarotase	0.318260016220802
HER17_RS19270	HER17_RS19270	MCP four helix bundle domain-containing protein	HER17_RS19270 MCP four helix bundle domain-containing protein	0.011061292933068
HER17_RS19275	HER17_RS19275	magnesium-translocating P-type ATPase	HER17_RS19275 magnesium-translocating P-type ATPase	-0.0707812740069833
HER17_RS19280	HER17_RS19280	methyl-accepting chemotaxis protein	HER17_RS19280 methyl-accepting chemotaxis protein	-0.000655561245854308
HER17_RS19285	HER17_RS19285	carbonic anhydrase	HER17_RS19285 carbonic anhydrase	-0.291750545139281
HER17_RS19290	HER17_RS19290	SulP family inorganic anion transporter	HER17_RS19290 SulP family inorganic anion transporter	0.0241109592400179
HER17_RS19295	HER17_RS19295	DUF1615 domain-containing protein	HER17_RS19295 DUF1615 domain-containing protein	-0.232663570793068
HER17_RS19300	HER17_RS19300	HNH endonuclease	HER17_RS19300 HNH endonuclease	0.11418977653331
HER17_RS19305	HER17_RS19305	type II toxin-antitoxin system RelE/ParE family toxin	HER17_RS19305 type II toxin-antitoxin system RelE/ParE family toxin	0.234337241659201
HER17_RS19315	HER17_RS19315	hypothetical protein	HER17_RS19315 hypothetical protein	-0.0624802665477093
HER17_RS19320	HER17_RS19320	RtcB family protein	HER17_RS19320 RtcB family protein	0.14592828425584
HER17_RS19325	HER17_RS19325	sigma 54-interacting transcriptional regulator	HER17_RS19325 sigma 54-interacting transcriptional regulator	0.0455390972307543
HER17_RS19335	HER17_RS19335	McrC family protein	HER17_RS19335 McrC family protein	0.0780058360415401
HER17_RS19340	HER17_RS19340	AAA family ATPase	HER17_RS19340 AAA family ATPase	-0.0206937102670692
HER17_RS19345	HER17_RS19345	hypothetical protein	HER17_RS19345 hypothetical protein	-0.0363908453210007
HER17_RS19350	HER17_RS19350	LysR family transcriptional regulator	HER17_RS19350 LysR family transcriptional regulator	0.255454071511313
HER17_RS19355	HER17_RS19355	aspartate ammonia-lyase	HER17_RS19355 aspartate ammonia-lyase	-0.170339787209429
HER17_RS19360	HER17_RS19360	TolC family protein	HER17_RS19360 TolC family protein	0.141598459652985
HER17_RS19365	HER17_RS19365	efflux RND transporter periplasmic adaptor subunit	HER17_RS19365 efflux RND transporter periplasmic adaptor subunit	0.217145747322993
HER17_RS19370	HER17_RS19370	ABC transporter permease	HER17_RS19370 ABC transporter permease	0.0650049230947181
HER17_RS19375	HER17_RS19375	ABC transporter permease	HER17_RS19375 ABC transporter permease	-0.0399978928690459
HER17_RS19380	HER17_RS19380	alpha/beta hydrolase	HER17_RS19380 alpha/beta hydrolase	-0.0195826482352721
HER17_RS19385	HER17_RS19385	cupin domain-containing protein	HER17_RS19385 cupin domain-containing protein	-0.0653368010801259
HER17_RS19390	HER17_RS19390	GNAT family N-acetyltransferase	HER17_RS19390 GNAT family N-acetyltransferase	0.000744048208312531
HER17_RS19395	HER17_RS19395	AraC family transcriptional regulator	HER17_RS19395 AraC family transcriptional regulator	0.0129782515811121
HER17_RS19400	HER17_RS19400	NIPSNAP family protein	HER17_RS19400 NIPSNAP family protein	0.183451536763488
HER17_RS19405	HER17_RS19405	integrase	HER17_RS19405 integrase	0.139139477451254
HER17_RS19415	HER17_RS19415	type II toxin-antitoxin system RelE/ParE family toxin	HER17_RS19415 type II toxin-antitoxin system RelE/ParE family toxin	0.42670667456365
HER17_RS19420	HER17_RS19420	XRE family transcriptional regulator	HER17_RS19420 XRE family transcriptional regulator	-0.875827212051223
HER17_RS19430	HER17_RS19430	tyrosine-type recombinase/integrase	HER17_RS19430 tyrosine-type recombinase/integrase	0.127515648575178
HER17_RS19450	HER17_RS19450	leucyl aminopeptidase	HER17_RS19450 leucyl aminopeptidase	0.0330061132330077
HER17_RS19465	HER17_RS19465	RNA 2'-phosphotransferase	HER17_RS19465 RNA 2'-phosphotransferase	-0.0112859563298888
HER17_RS19470	HER17_RS19470	Tar ligand binding domain-containing protein	HER17_RS19470 Tar ligand binding domain-containing protein	0.0868369143845213
HER17_RS19475	HER17_RS19475	alpha/beta fold hydrolase	HER17_RS19475 alpha/beta fold hydrolase	0.212006748656889
HER17_RS19480	HER17_RS19480	M48 family metallopeptidase	HER17_RS19480 M48 family metallopeptidase	0.199835361582969
HER17_RS19485	HER17_RS19485	DUF898 domain-containing protein	HER17_RS19485 DUF898 domain-containing protein	-0.153111493543408
HER17_RS19490	HER17_RS19490	GNAT family N-acetyltransferase	HER17_RS19490 GNAT family N-acetyltransferase	0.0352732081166207
HER17_RS19495	HER17_RS19495	ribonuclease E inhibitor RraB	HER17_RS19495 ribonuclease E inhibitor RraB	-0.524828212541434
HER17_RS19500	HER17_RS19500	ornithine carbamoyltransferase	HER17_RS19500 ornithine carbamoyltransferase	-0.403621101588694
HER17_RS19505	HER17_RS19505	YhcH/YjgK/YiaL family protein	HER17_RS19505 YhcH/YjgK/YiaL family protein	0.296694675632378
HER17_RS19510	HER17_RS19510	aspartate carbamoyltransferase	HER17_RS19510 aspartate carbamoyltransferase	-0.575374256821724
HER17_RS19515	HER17_RS19515	aspartate carbamoyltransferase regulatory subunit	HER17_RS19515 aspartate carbamoyltransferase regulatory subunit	0.217159154820058
HER17_RS19520	HER17_RS19520	2-iminobutanoate/2-iminopropanoate deaminase	HER17_RS19520 2-iminobutanoate/2-iminopropanoate deaminase	0.152727387778921
HER17_RS19525	HER17_RS19525	anaerobic ribonucleoside-triphosphate reductase	HER17_RS19525 anaerobic ribonucleoside-triphosphate reductase	0.172443851252903
HER17_RS19530	HER17_RS19530	anaerobic ribonucleoside-triphosphate reductase-activating protein	HER17_RS19530 anaerobic ribonucleoside-triphosphate reductase-activating protein	-0.196788115707604
HER17_RS19535	HER17_RS19535	hypothetical protein	HER17_RS19535 hypothetical protein	0.0436731168617788
HER17_RS19540	HER17_RS19540	YhbP family protein	HER17_RS19540 YhbP family protein	0.0160707518811749
HER17_RS19545	HER17_RS19545	helix-turn-helix transcriptional regulator	HER17_RS19545 helix-turn-helix transcriptional regulator	0.140654793433814
HER17_RS19550	HER17_RS19550	MFS transporter	HER17_RS19550 MFS transporter	0.257154362503988
HER17_RS19555	HER17_RS19555	aspartate aminotransferase family protein	HER17_RS19555 aspartate aminotransferase family protein	0.229110273529849
HER17_RS19560	HER17_RS19560	hypothetical protein	HER17_RS19560 hypothetical protein	0.529283536288626
HER17_RS19565	HER17_RS19565	type I-E CRISPR-associated endoribonuclease Cas2	HER17_RS19565 type I-E CRISPR-associated endoribonuclease Cas2	0.417040566604079
HER17_RS19570	HER17_RS19570	hypothetical protein	HER17_RS19570 hypothetical protein	0.0278409133981967
HER17_RS19575	HER17_RS19575	helix-turn-helix domain-containing protein	HER17_RS19575 helix-turn-helix domain-containing protein	-0.325995421374887
HER17_RS19580	HER17_RS19580	type II toxin-antitoxin system RelE/ParE family toxin	HER17_RS19580 type II toxin-antitoxin system RelE/ParE family toxin	-0.418303158239393
HER17_RS19590	HER17_RS19590	type I-E CRISPR-associated endoribonuclease Cas2	HER17_RS19590 type I-E CRISPR-associated endoribonuclease Cas2	0.293710204493425
HER17_RS19595	HER17_RS19595	type I-E CRISPR-associated endonuclease Cas1	HER17_RS19595 type I-E CRISPR-associated endonuclease Cas1	0.174952689110181
HER17_RS19600	HER17_RS19600	type I-E CRISPR-associated protein Cas6/Cse3/CasE	HER17_RS19600 type I-E CRISPR-associated protein Cas6/Cse3/CasE	0.308898092200315
HER17_RS19605	HER17_RS19605	type I-E CRISPR-associated protein Cas5/CasD	HER17_RS19605 type I-E CRISPR-associated protein Cas5/CasD	0.208503934667322
HER17_RS19610	HER17_RS19610	type I-E CRISPR-associated protein Cas7/Cse4/CasC	HER17_RS19610 type I-E CRISPR-associated protein Cas7/Cse4/CasC	-0.375370283789125
HER17_RS19615	HER17_RS19615	type I-E CRISPR-associated protein Cse2/CasB	HER17_RS19615 type I-E CRISPR-associated protein Cse2/CasB	-0.188542342555551
HER17_RS19620	HER17_RS19620	type I-E CRISPR-associated protein Cse1/CasA	HER17_RS19620 type I-E CRISPR-associated protein Cse1/CasA	-0.172465673259206
HER17_RS19625	HER17_RS19625	type II toxin-antitoxin system HicB family antitoxin	HER17_RS19625 type II toxin-antitoxin system HicB family antitoxin	0.398449653113892
HER17_RS19630	HER17_RS19630	CRISPR-associated helicase Cas3'	HER17_RS19630 CRISPR-associated helicase Cas3'	0.135980871965729
HER17_RS19635	HER17_RS19635	polymer-forming cytoskeletal protein	HER17_RS19635 polymer-forming cytoskeletal protein	0.0953121591501878
HER17_RS19640	HER17_RS19640	aminoimidazole riboside kinase	HER17_RS19640 aminoimidazole riboside kinase	-0.203764402027239
HER17_RS19645	HER17_RS19645	carbohydrate porin	HER17_RS19645 carbohydrate porin	0.187895790237111
HER17_RS19650	HER17_RS19650	PTS sucrose transporter subunit IIBC	HER17_RS19650 PTS sucrose transporter subunit IIBC	0.12158389152135
HER17_RS19655	HER17_RS19655	sucrose-6-phosphate hydrolase	HER17_RS19655 sucrose-6-phosphate hydrolase	-0.0898709080666804
HER17_RS19660	HER17_RS19660	LacI family DNA-binding transcriptional regulator	HER17_RS19660 LacI family DNA-binding transcriptional regulator	-0.0379341085689526
HER17_RS19665	HER17_RS19665	TonB system transport protein ExbD	HER17_RS19665 TonB system transport protein ExbD	-0.674989908268143
HER17_RS19670	HER17_RS19670	tol-pal system-associated acyl-CoA thioesterase	HER17_RS19670 tol-pal system-associated acyl-CoA thioesterase	-0.00761033718824344
HER17_RS19675	HER17_RS19675	TRAP transporter substrate-binding protein DctP	HER17_RS19675 TRAP transporter substrate-binding protein DctP	-0.0113832792612791
HER17_RS19680	HER17_RS19680	TRAP transporter small permease	HER17_RS19680 TRAP transporter small permease	0.0773504026101746
HER17_RS19685	HER17_RS19685	TRAP transporter large permease	HER17_RS19685 TRAP transporter large permease	0.31969083405774
HER17_RS19690	HER17_RS19690	cystathionine beta-lyase	HER17_RS19690 cystathionine beta-lyase	-0.305337239291943
HER17_RS19695	HER17_RS19695	DedA family protein	HER17_RS19695 DedA family protein	-0.0984880971247164
HER17_RS19700	HER17_RS19700	AraC family transcriptional regulator	HER17_RS19700 AraC family transcriptional regulator	0.290378750215166
HER17_RS19705	HER17_RS19705	NADPH-dependent oxidoreductase	HER17_RS19705 NADPH-dependent oxidoreductase	-0.231174975828438
HER17_RS19710	HER17_RS19710	alcohol dehydrogenase	HER17_RS19710 alcohol dehydrogenase	0.100175103990584
HER17_RS19715	HER17_RS19715	2,5-didehydrogluconate reductase DkgA	HER17_RS19715 2,5-didehydrogluconate reductase DkgA	-0.0255866415826205
HER17_RS19720	HER17_RS19720	GntR family transcriptional regulator	HER17_RS19720 GntR family transcriptional regulator	-0.0894839745080558
HER17_RS19725	HER17_RS19725	cell division protein FtsP	HER17_RS19725 cell division protein FtsP	-0.147975746721352
HER17_RS19740	HER17_RS19740	SUKH-3 domain-containing protein	HER17_RS19740 SUKH-3 domain-containing protein	0.117316377280064
HER17_RS19745	HER17_RS19745	hypothetical protein	HER17_RS19745 hypothetical protein	0.00809828698491155
HER17_RS19750	HER17_RS19750	DUF2314 domain-containing protein	HER17_RS19750 DUF2314 domain-containing protein	-0.47267114317696
