locusId	sysName	desc	comb	setATCH264 M9
HER17_RS00015	HER17_RS00015	DNA replication/repair protein RecF	HER17_RS00015 DNA replication/repair protein RecF	0.120326653735695
HER17_RS00025	HER17_RS00025	MFS transporter	HER17_RS00025 MFS transporter	-0.207295848858533
HER17_RS00035	HER17_RS00035	methyl-accepting chemotaxis protein	HER17_RS00035 methyl-accepting chemotaxis protein	-0.0124747436029724
HER17_RS00040	HER17_RS00040	LacI family DNA-binding transcriptional regulator	HER17_RS00040 LacI family DNA-binding transcriptional regulator	0.171426707769736
HER17_RS00045	HER17_RS00045	PTS sugar transporter subunit IIB	HER17_RS00045 PTS sugar transporter subunit IIB	-0.672297293936286
HER17_RS00050	HER17_RS00050	PTS sugar transporter subunit IIC	HER17_RS00050 PTS sugar transporter subunit IIC	-0.0210096855034596
HER17_RS00055	HER17_RS00055	PTS lactose/cellobiose transporter subunit IIA	HER17_RS00055 PTS lactose/cellobiose transporter subunit IIA	0.0668632435740155
HER17_RS00060	HER17_RS00060	6-phospho-beta-glucosidase	HER17_RS00060 6-phospho-beta-glucosidase	-0.0680540533042384
HER17_RS00065	HER17_RS00065	sugar-phosphatase	HER17_RS00065 sugar-phosphatase	-0.281095867671526
HER17_RS00070	HER17_RS00070	Hcp family type VI secretion system effector	HER17_RS00070 Hcp family type VI secretion system effector	0.0931342919020102
HER17_RS00075	HER17_RS00075	hypothetical protein	HER17_RS00075 hypothetical protein	0.377423675218352
HER17_RS00080	HER17_RS00080	DUF1311 domain-containing protein	HER17_RS00080 DUF1311 domain-containing protein	-0.374562300475376
HER17_RS00085	HER17_RS00085	LysR family transcriptional regulator	HER17_RS00085 LysR family transcriptional regulator	-0.0856887937515001
HER17_RS00090	HER17_RS00090	ABC transporter substrate-binding protein	HER17_RS00090 ABC transporter substrate-binding protein	0.011167388259242
HER17_RS00095	HER17_RS00095	dihydrodipicolinate synthase family protein	HER17_RS00095 dihydrodipicolinate synthase family protein	-0.154496056611644
HER17_RS00100	HER17_RS00100	nucleoside hydrolase	HER17_RS00100 nucleoside hydrolase	-0.0129289100541645
HER17_RS00105	HER17_RS00105	nucleoside hydrolase	HER17_RS00105 nucleoside hydrolase	-0.0719160001465533
HER17_RS00110	HER17_RS00110	ABC transporter permease	HER17_RS00110 ABC transporter permease	0.13153413302273
HER17_RS00115	HER17_RS00115	ABC transporter permease	HER17_RS00115 ABC transporter permease	0.318991986621895
HER17_RS00120	HER17_RS00120	ABC transporter ATP-binding protein	HER17_RS00120 ABC transporter ATP-binding protein	0.265824293644645
HER17_RS00125	HER17_RS00125	DUF1471 domain-containing protein	HER17_RS00125 DUF1471 domain-containing protein	0.31653684057461
HER17_RS00130	HER17_RS00130	aliphatic sulfonates ABC transporter ATP-binding protein	HER17_RS00130 aliphatic sulfonates ABC transporter ATP-binding protein	0.0753927448779115
HER17_RS00135	HER17_RS00135	aliphatic sulfonate ABC transporter permease SsuC	HER17_RS00135 aliphatic sulfonate ABC transporter permease SsuC	-0.29169136193572
HER17_RS00140	HER17_RS00140	FMNH2-dependent alkanesulfonate monooxygenase	HER17_RS00140 FMNH2-dependent alkanesulfonate monooxygenase	0.637144635546403
HER17_RS00145	HER17_RS00145	sulfonate ABC transporter substrate-binding protein	HER17_RS00145 sulfonate ABC transporter substrate-binding protein	-0.0298327384165114
HER17_RS00150	HER17_RS00150	PTS sugar transporter subunit IIB	HER17_RS00150 PTS sugar transporter subunit IIB	0.396505694405146
HER17_RS00155	HER17_RS00155	PTS sugar transporter subunit IIC	HER17_RS00155 PTS sugar transporter subunit IIC	-0.0592743112842662
HER17_RS00160	HER17_RS00160	glycoside hydrolase family 1 protein	HER17_RS00160 glycoside hydrolase family 1 protein	0.0663882886415825
HER17_RS00165	HER17_RS00165	DUF1471 domain-containing protein	HER17_RS00165 DUF1471 domain-containing protein	-0.11416311831026
HER17_RS00170	HER17_RS00170	DUF3748 domain-containing protein	HER17_RS00170 DUF3748 domain-containing protein	0.129068456461766
HER17_RS00175	HER17_RS00175	YceK/YidQ family lipoprotein	HER17_RS00175 YceK/YidQ family lipoprotein	-0.0813134905536217
HER17_RS00180	HER17_RS00180	heat shock chaperone IbpA	HER17_RS00180 heat shock chaperone IbpA	-0.0103482197878699
HER17_RS00185	HER17_RS00185	heat shock chaperone IbpB	HER17_RS00185 heat shock chaperone IbpB	0.0127581511346215
HER17_RS00190	HER17_RS00190	putative transporter	HER17_RS00190 putative transporter	-0.0400667962836192
HER17_RS00195	HER17_RS00195	anion permease	HER17_RS00195 anion permease	0.0429065072813146
HER17_RS00200	HER17_RS00200	two-component system sensor histidine kinase DcuS	HER17_RS00200 two-component system sensor histidine kinase DcuS	0.125631125908814
HER17_RS00205	HER17_RS00205	two-component system response regulator DcuR	HER17_RS00205 two-component system response regulator DcuR	-0.350747885206961
HER17_RS00210	HER17_RS00210	hypothetical protein	HER17_RS00210 hypothetical protein	-0.010314067884283
HER17_RS00215	HER17_RS00215	2-hydroxycarboxylate transporter family protein	HER17_RS00215 2-hydroxycarboxylate transporter family protein	0.129742849654688
HER17_RS00220	HER17_RS00220	ABC transporter substrate-binding protein	HER17_RS00220 ABC transporter substrate-binding protein	-0.076055657039608
HER17_RS00225	HER17_RS00225	dipeptide ABC transporter permease DppB	HER17_RS00225 dipeptide ABC transporter permease DppB	0.195936531007256
HER17_RS00230	HER17_RS00230	dipeptide ABC transporter permease DppC	HER17_RS00230 dipeptide ABC transporter permease DppC	0.23404722767621
HER17_RS00235	HER17_RS00235	dipeptide ABC transporter ATP-binding protein	HER17_RS00235 dipeptide ABC transporter ATP-binding protein	-0.0158744716846047
HER17_RS00240	HER17_RS00240	ABC transporter ATP-binding protein	HER17_RS00240 ABC transporter ATP-binding protein	-0.240980486167731
HER17_RS00245	HER17_RS00245	hypothetical protein	HER17_RS00245 hypothetical protein	0.260276698438944
HER17_RS00250	HER17_RS00250	RHS repeat protein	HER17_RS00250 RHS repeat protein	0.198270975883762
HER17_RS00265	HER17_RS00265	hypothetical protein	HER17_RS00265 hypothetical protein	-0.0851557835415511
HER17_RS00270	HER17_RS00270	hypothetical protein	HER17_RS00270 hypothetical protein	-0.631853210859888
HER17_RS00280	HER17_RS00280	RHS repeat-associated core domain-containing protein	HER17_RS00280 RHS repeat-associated core domain-containing protein	0.0992573482045362
HER17_RS00285	HER17_RS00285	hypothetical protein	HER17_RS00285 hypothetical protein	-0.167155510326504
HER17_RS00295	HER17_RS00295	PAAR domain-containing protein	HER17_RS00295 PAAR domain-containing protein	-0.0128340862973635
HER17_RS00300	HER17_RS00300	DUF1795 domain-containing protein	HER17_RS00300 DUF1795 domain-containing protein	-0.505444305370122
HER17_RS00305	HER17_RS00305	type VI secretion system tip protein VgrG	HER17_RS00305 type VI secretion system tip protein VgrG	0.00169510431162689
HER17_RS00310	HER17_RS00310	Hcp family type VI secretion system effector	HER17_RS00310 Hcp family type VI secretion system effector	-0.550952620810119
HER17_RS00315	HER17_RS00315	valine--pyruvate transaminase	HER17_RS00315 valine--pyruvate transaminase	-0.165753526828153
HER17_RS00320	HER17_RS00320	aldose 1-epimerase family protein	HER17_RS00320 aldose 1-epimerase family protein	0.0215193777142599
HER17_RS00325	HER17_RS00325	O-acetylserine/cysteine exporter	HER17_RS00325 O-acetylserine/cysteine exporter	-0.152681910425322
HER17_RS00330	HER17_RS00330	gamma-glutamyltransferase	HER17_RS00330 gamma-glutamyltransferase	0.147864768913696
HER17_RS00335	HER17_RS00335	thiamine pyrophosphate-binding protein	HER17_RS00335 thiamine pyrophosphate-binding protein	-0.0431980384090471
HER17_RS00340	HER17_RS00340	hypothetical protein	HER17_RS00340 hypothetical protein	0.104196349658993
HER17_RS00345	HER17_RS00345	ketoacyl-ACP synthase III	HER17_RS00345 ketoacyl-ACP synthase III	-0.0483580904572984
HER17_RS00350	HER17_RS00350	cellulose biosynthesis protein BcsC	HER17_RS00350 cellulose biosynthesis protein BcsC	0.0507053582851373
HER17_RS00355	HER17_RS00355	cellulase	HER17_RS00355 cellulase	0.169123970610797
HER17_RS00360	HER17_RS00360	cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB	HER17_RS00360 cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB	-0.0383685201886144
HER17_RS00365	HER17_RS00365	UDP-forming cellulose synthase catalytic subunit	HER17_RS00365 UDP-forming cellulose synthase catalytic subunit	0.0486615341193823
HER17_RS00370	HER17_RS00370	cellulose synthase operon protein YhjQ	HER17_RS00370 cellulose synthase operon protein YhjQ	0.107625821076199
HER17_RS00375	HER17_RS00375	hypothetical protein	HER17_RS00375 hypothetical protein	-0.0367477732697601
HER17_RS00380	HER17_RS00380	cellulose biosynthesis protein BcsE	HER17_RS00380 cellulose biosynthesis protein BcsE	0.430085384850305
HER17_RS00385	HER17_RS00385	cellulose biosynthesis protein BcsF	HER17_RS00385 cellulose biosynthesis protein BcsF	0.173889563184499
HER17_RS00390	HER17_RS00390	cellulose biosynthesis protein BcsG	HER17_RS00390 cellulose biosynthesis protein BcsG	-0.0297904030624783
HER17_RS00395	HER17_RS00395	diguanylate cyclase	HER17_RS00395 diguanylate cyclase	0.0465915089996847
HER17_RS00400	HER17_RS00400	dicarboxylate/amino acid:cation symporter	HER17_RS00400 dicarboxylate/amino acid:cation symporter	0.0298716535329759
HER17_RS00405	HER17_RS00405	insulinase family protein	HER17_RS00405 insulinase family protein	0.102317649867611
HER17_RS00410	HER17_RS00410	sugar kinase	HER17_RS00410 sugar kinase	0.151068441322768
HER17_RS00415	HER17_RS00415	inner membrane protein YhjD	HER17_RS00415 inner membrane protein YhjD	0.119187592683135
HER17_RS00420	HER17_RS00420	MFS transporter	HER17_RS00420 MFS transporter	0.096628897447113
HER17_RS00425	HER17_RS00425	DcrB family lipoprotein	HER17_RS00425 DcrB family lipoprotein	0.113861534224692
HER17_RS00430	HER17_RS00430	7-cyano-7-deazaguanine/7-aminomethyl-7- deazaguanine transporter	HER17_RS00430 7-cyano-7-deazaguanine/7-aminomethyl-7- deazaguanine transporter	0.0400798333244419
HER17_RS00440	HER17_RS00440	zinc/cadmium/mercury/lead-transporting ATPase	HER17_RS00440 zinc/cadmium/mercury/lead-transporting ATPase	-0.125775790155922
HER17_RS00445	HER17_RS00445	lysoplasmalogenase	HER17_RS00445 lysoplasmalogenase	0.0619389118723008
HER17_RS00450	HER17_RS00450	DUF1820 family protein	HER17_RS00450 DUF1820 family protein	-0.266799274295638
HER17_RS00455	HER17_RS00455	DUF2500 domain-containing protein	HER17_RS00455 DUF2500 domain-containing protein	0.00740483097607636
HER17_RS00460	HER17_RS00460	DUF1145 family protein	HER17_RS00460 DUF1145 family protein	-0.555481654643293
HER17_RS00465	HER17_RS00465	16S rRNA (guanine(966)-N(2))-methyltransferase	HER17_RS00465 16S rRNA (guanine(966)-N(2))-methyltransferase	0.299768970941404
HER17_RS00475	HER17_RS00475	cell division ATP-binding protein FtsE	HER17_RS00475 cell division ATP-binding protein FtsE	0.19033918058536
HER17_RS00480	HER17_RS00480	cell division protein FtsX	HER17_RS00480 cell division protein FtsX	0.0900156414356859
HER17_RS00490	HER17_RS00490	aspartate 1-decarboxylase autocleavage activator PanM	HER17_RS00490 aspartate 1-decarboxylase autocleavage activator PanM	-0.00339211343564694
HER17_RS00495	HER17_RS00495	branched-chain amino acid ABC transporter substrate-binding protein	HER17_RS00495 branched-chain amino acid ABC transporter substrate-binding protein	-0.135139770840148
HER17_RS00500	HER17_RS00500	high-affinity branched-chain amino acid ABC transporter permease LivH	HER17_RS00500 high-affinity branched-chain amino acid ABC transporter permease LivH	0.017621658096725
HER17_RS00505	HER17_RS00505	high-affinity branched-chain amino acid ABC transporter permease LivM	HER17_RS00505 high-affinity branched-chain amino acid ABC transporter permease LivM	-0.0430144595721498
HER17_RS00510	HER17_RS00510	high-affinity branched-chain amino acid ABC transporter ATP-binding protein LivG	HER17_RS00510 high-affinity branched-chain amino acid ABC transporter ATP-binding protein LivG	0.350034966042644
HER17_RS00515	HER17_RS00515	high-affinity branched-chain amino acid ABC transporter ATP-binding protein LivF	HER17_RS00515 high-affinity branched-chain amino acid ABC transporter ATP-binding protein LivF	0.00956804799873812
HER17_RS00520	HER17_RS00520	PLP-dependent aminotransferase family protein	HER17_RS00520 PLP-dependent aminotransferase family protein	-0.140630698073969
HER17_RS00525	HER17_RS00525	MCP four helix bundle domain-containing protein	HER17_RS00525 MCP four helix bundle domain-containing protein	0.0307280728748458
HER17_RS00530	HER17_RS00530	MCP four helix bundle domain-containing protein	HER17_RS00530 MCP four helix bundle domain-containing protein	-0.0824109913940503
HER17_RS00535	HER17_RS00535	MCP four helix bundle domain-containing protein	HER17_RS00535 MCP four helix bundle domain-containing protein	-0.113860679971158
HER17_RS00540	HER17_RS00540	MCP four helix bundle domain-containing protein	HER17_RS00540 MCP four helix bundle domain-containing protein	-0.0260039379294514
HER17_RS00545	HER17_RS00545	GntP family transporter	HER17_RS00545 GntP family transporter	-0.15024546796332
HER17_RS00550	HER17_RS00550	hydroxypyruvate isomerase family protein	HER17_RS00550 hydroxypyruvate isomerase family protein	0.047155815750207
HER17_RS00555	HER17_RS00555	aldolase	HER17_RS00555 aldolase	-0.480007280788556
HER17_RS00560	HER17_RS00560	four-carbon acid sugar kinase family protein	HER17_RS00560 four-carbon acid sugar kinase family protein	0.00328458985660984
HER17_RS00565	HER17_RS00565	NAD(P)-dependent oxidoreductase	HER17_RS00565 NAD(P)-dependent oxidoreductase	0.0630189314574152
HER17_RS00570	HER17_RS00570	DeoR/GlpR transcriptional regulator	HER17_RS00570 DeoR/GlpR transcriptional regulator	-0.366959236150339
HER17_RS00575	HER17_RS00575	helix-turn-helix domain-containing protein	HER17_RS00575 helix-turn-helix domain-containing protein	-0.105294655144522
HER17_RS00580	HER17_RS00580	type II toxin-antitoxin system RelE/ParE family toxin	HER17_RS00580 type II toxin-antitoxin system RelE/ParE family toxin	0.141778254415317
HER17_RS00585	HER17_RS00585	hypothetical protein	HER17_RS00585 hypothetical protein	0.0467687319100669
HER17_RS00590	HER17_RS00590	hypothetical protein	HER17_RS00590 hypothetical protein	0.0710869870944131
HER17_RS00600	HER17_RS00600	type II toxin-antitoxin system RelE/ParE family toxin	HER17_RS00600 type II toxin-antitoxin system RelE/ParE family toxin	-0.0585353326810636
HER17_RS00610	HER17_RS00610	sn-glycerol-3-phosphate ABC transporter substrate-binding protein UgpB	HER17_RS00610 sn-glycerol-3-phosphate ABC transporter substrate-binding protein UgpB	-0.101453935203243
HER17_RS00615	HER17_RS00615	sn-glycerol-3-phosphate ABC transporter permease UgpA	HER17_RS00615 sn-glycerol-3-phosphate ABC transporter permease UgpA	-0.0238857022154964
HER17_RS00620	HER17_RS00620	sn-glycerol-3-phosphate ABC transporter permease UgpE	HER17_RS00620 sn-glycerol-3-phosphate ABC transporter permease UgpE	-0.00318819743828547
HER17_RS00625	HER17_RS00625	sn-glycerol-3-phosphate import ATP-binding protein UgpC	HER17_RS00625 sn-glycerol-3-phosphate import ATP-binding protein UgpC	-0.0718802406941881
HER17_RS00630	HER17_RS00630	glycerophosphodiester phosphodiesterase	HER17_RS00630 glycerophosphodiester phosphodiesterase	0.568611115925469
HER17_RS00635	HER17_RS00635	AEC family transporter	HER17_RS00635 AEC family transporter	0.151090549664919
HER17_RS00640	HER17_RS00640	hypothetical protein	HER17_RS00640 hypothetical protein	-0.124365180464219
HER17_RS00645	HER17_RS00645	tRNA (cytidine(34)-2'-O)-methyltransferase	HER17_RS00645 tRNA (cytidine(34)-2'-O)-methyltransferase	0.112963416467871
HER17_RS00650	HER17_RS00650	DUF3142 domain-containing protein	HER17_RS00650 DUF3142 domain-containing protein	0.0854216827816732
HER17_RS00655	HER17_RS00655	hypothetical protein	HER17_RS00655 hypothetical protein	0.174792570303012
HER17_RS00660	HER17_RS00660	envelope stress sensor histidine kinase CpxA	HER17_RS00660 envelope stress sensor histidine kinase CpxA	0.261899960389286
HER17_RS00665	HER17_RS00665	envelope stress response regulator transcription factor CpxR	HER17_RS00665 envelope stress response regulator transcription factor CpxR	0.061856897369188
HER17_RS00670	HER17_RS00670	cell-envelope stress modulator CpxP	HER17_RS00670 cell-envelope stress modulator CpxP	-0.0608972928916556
HER17_RS00675	HER17_RS00675	type II toxin-antitoxin system HicA family toxin	HER17_RS00675 type II toxin-antitoxin system HicA family toxin	-0.418159772572995
HER17_RS00690	HER17_RS00690	DUF4132 domain-containing protein	HER17_RS00690 DUF4132 domain-containing protein	0.0797153331835576
HER17_RS00695	HER17_RS00695	AAA family ATPase	HER17_RS00695 AAA family ATPase	0.110037056742982
HER17_RS00700	HER17_RS00700	hypothetical protein	HER17_RS00700 hypothetical protein	0.0591255406683369
HER17_RS00705	HER17_RS00705	VWA domain-containing protein	HER17_RS00705 VWA domain-containing protein	0.107581592850486
HER17_RS00710	HER17_RS00710	SWIM zinc finger family protein	HER17_RS00710 SWIM zinc finger family protein	0.0106535499960079
HER17_RS00715	HER17_RS00715	sugar transporter	HER17_RS00715 sugar transporter	-0.14394046132556
HER17_RS00720	HER17_RS00720	CDF family cation-efflux transporter FieF	HER17_RS00720 CDF family cation-efflux transporter FieF	0.233246780527433
HER17_RS00725	HER17_RS00725	6-phosphofructokinase	HER17_RS00725 6-phosphofructokinase	-0.178718454520732
HER17_RS00730	HER17_RS00730	LysR family transcriptional regulator	HER17_RS00730 LysR family transcriptional regulator	0.0041896174631666
HER17_RS00735	HER17_RS00735	hypothetical protein	HER17_RS00735 hypothetical protein	0.126531853145218
HER17_RS00740	HER17_RS00740	Tat pathway signal sequence domain protein	HER17_RS00740 Tat pathway signal sequence domain protein	-0.0296035246959392
HER17_RS00745	HER17_RS00745	TonB-dependent receptor	HER17_RS00745 TonB-dependent receptor	0.0623171738339738
HER17_RS00750	HER17_RS00750	ABC transporter substrate-binding protein	HER17_RS00750 ABC transporter substrate-binding protein	-0.295265215698853
HER17_RS00755	HER17_RS00755	energy transducer TonB	HER17_RS00755 energy transducer TonB	-0.0927442952725506
HER17_RS00760	HER17_RS00760	MotA/TolQ/ExbB proton channel family protein	HER17_RS00760 MotA/TolQ/ExbB proton channel family protein	0.0198218127483676
HER17_RS00765	HER17_RS00765	biopolymer transporter ExbD	HER17_RS00765 biopolymer transporter ExbD	0.162482201789298
HER17_RS00770	HER17_RS00770	ABC transporter permease	HER17_RS00770 ABC transporter permease	0.200454437836714
HER17_RS00775	HER17_RS00775	ABC transporter ATP-binding protein	HER17_RS00775 ABC transporter ATP-binding protein	0.17146278135892
HER17_RS00780	HER17_RS00780	N-carbamoylputrescine amidase	HER17_RS00780 N-carbamoylputrescine amidase	0.140456147223354
HER17_RS00785	HER17_RS00785	agmatine deiminase	HER17_RS00785 agmatine deiminase	0.074621447540369
HER17_RS00790	HER17_RS00790	BrnA antitoxin family protein	HER17_RS00790 BrnA antitoxin family protein	0.342783120506981
HER17_RS00795	HER17_RS00795	BrnT family toxin	HER17_RS00795 BrnT family toxin	0.174058900469987
HER17_RS00805	HER17_RS00805	YiiQ family protein	HER17_RS00805 YiiQ family protein	0.181783313428148
HER17_RS00810	HER17_RS00810	DUF805 domain-containing protein	HER17_RS00810 DUF805 domain-containing protein	0.270129975658176
HER17_RS00815	HER17_RS00815	ferredoxin--NADP(+) reductase	HER17_RS00815 ferredoxin--NADP(+) reductase	0.356572457594661
HER17_RS00820	HER17_RS00820	class II fructose-bisphosphatase	HER17_RS00820 class II fructose-bisphosphatase	-0.0297051657535778
HER17_RS00825	HER17_RS00825	glycerol kinase GlpK	HER17_RS00825 glycerol kinase GlpK	-0.191028631546103
HER17_RS00830	HER17_RS00830	aquaporin family protein	HER17_RS00830 aquaporin family protein	-0.487013183754944
HER17_RS00840	HER17_RS00840	ribonuclease E activity regulator RraA	HER17_RS00840 ribonuclease E activity regulator RraA	-0.17021439264799
HER17_RS00845	HER17_RS00845	1,4-dihydroxy-2-naphthoate polyprenyltransferase	HER17_RS00845 1,4-dihydroxy-2-naphthoate polyprenyltransferase	-0.0253139338316639
HER17_RS00850	HER17_RS00850	HslU--HslV peptidase ATPase subunit	HER17_RS00850 HslU--HslV peptidase ATPase subunit	-0.754360357399033
HER17_RS00855	HER17_RS00855	ATP-dependent protease subunit HslV	HER17_RS00855 ATP-dependent protease subunit HslV	0.116174744680907
HER17_RS00860	HER17_RS00860	cell division protein FtsN	HER17_RS00860 cell division protein FtsN	-0.2628274577957
HER17_RS00865	HER17_RS00865	DNA-binding transcriptional regulator CytR	HER17_RS00865 DNA-binding transcriptional regulator CytR	0.303500439356437
HER17_RS00885	HER17_RS00885	type II toxin-antitoxin system HicA family toxin	HER17_RS00885 type II toxin-antitoxin system HicA family toxin	-0.284198046880032
HER17_RS00890	HER17_RS00890	iron ABC transporter permease	HER17_RS00890 iron ABC transporter permease	-0.24376885037562
HER17_RS00895	HER17_RS00895	ABC transporter substrate-binding protein	HER17_RS00895 ABC transporter substrate-binding protein	0.0998336528779025
HER17_RS00900	HER17_RS00900	ABC transporter ATP-binding protein	HER17_RS00900 ABC transporter ATP-binding protein	0.303107247294609
HER17_RS00910	HER17_RS00910	cystathionine gamma-synthase	HER17_RS00910 cystathionine gamma-synthase	-0.337994122763973
HER17_RS00915	HER17_RS00915	bifunctional aspartate kinase/homoserine dehydrogenase II	HER17_RS00915 bifunctional aspartate kinase/homoserine dehydrogenase II	0.100851175060934
HER17_RS00920	HER17_RS00920	ABC transporter ATP-binding protein	HER17_RS00920 ABC transporter ATP-binding protein	-0.022758950878295
HER17_RS00925	HER17_RS00925	extracellular solute-binding protein	HER17_RS00925 extracellular solute-binding protein	-0.0998632619642965
HER17_RS00930	HER17_RS00930	sugar ABC transporter permease	HER17_RS00930 sugar ABC transporter permease	-0.287607139385499
HER17_RS00935	HER17_RS00935	ABC transporter permease subunit	HER17_RS00935 ABC transporter permease subunit	-0.106281417343274
HER17_RS00940	HER17_RS00940	LacI family DNA-binding transcriptional regulator	HER17_RS00940 LacI family DNA-binding transcriptional regulator	-0.00918492479825472
HER17_RS00945	HER17_RS00945	phosphodiesterase	HER17_RS00945 phosphodiesterase	0.0583822271192838
HER17_RS00950	HER17_RS00950	methylenetetrahydrofolate reductase	HER17_RS00950 methylenetetrahydrofolate reductase	-0.0835790640338776
HER17_RS00955	HER17_RS00955	DNA-binding transcriptional regulator OxyR	HER17_RS00955 DNA-binding transcriptional regulator OxyR	-0.0419045689416986
HER17_RS00960	HER17_RS00960	Si-specific NAD(P)(+) transhydrogenase	HER17_RS00960 Si-specific NAD(P)(+) transhydrogenase	0.471052949857779
HER17_RS00965	HER17_RS00965	HTH-type transcriptional repressor FabR	HER17_RS00965 HTH-type transcriptional repressor FabR	-0.063916497878078
HER17_RS00970	HER17_RS00970	YijD family membrane protein	HER17_RS00970 YijD family membrane protein	-0.0680336425582402
HER17_RS00975	HER17_RS00975	tRNA (uridine(54)-C5)-methyltransferase TrmA	HER17_RS00975 tRNA (uridine(54)-C5)-methyltransferase TrmA	0.0936761065345548
HER17_RS00980	HER17_RS00980	TonB-dependent vitamin B12 receptor BtuB	HER17_RS00980 TonB-dependent vitamin B12 receptor BtuB	-0.0462362499704554
HER17_RS00985	HER17_RS00985	glutamate racemase	HER17_RS00985 glutamate racemase	0.0850699362369591
HER17_RS00990	HER17_RS00990	16S ribosomal RNA	HER17_RS00990 16S ribosomal RNA	-0.632577460228142
HER17_RS01000	HER17_RS01000	23S ribosomal RNA	HER17_RS01000 23S ribosomal RNA	-0.129275953425498
HER17_RS01020	HER17_RS01020	ABC transporter substrate-binding protein	HER17_RS01020 ABC transporter substrate-binding protein	-0.0451464622084659
HER17_RS01025	HER17_RS01025	sugar ABC transporter ATP-binding protein	HER17_RS01025 sugar ABC transporter ATP-binding protein	0.0700569653424661
HER17_RS01030	HER17_RS01030	ABC transporter permease	HER17_RS01030 ABC transporter permease	-0.162493979796901
HER17_RS01035	HER17_RS01035	sugar ABC transporter permease YjfF	HER17_RS01035 sugar ABC transporter permease YjfF	0.057542996421563
HER17_RS01040	HER17_RS01040	HTH-type transcriptional regulator HdfR	HER17_RS01040 HTH-type transcriptional regulator HdfR	-0.0375361677462118
HER17_RS01045	HER17_RS01045	DUF413 domain-containing protein	HER17_RS01045 DUF413 domain-containing protein	0.4284543938733
HER17_RS01050	HER17_RS01050	YifB family Mg chelatase-like AAA ATPase	HER17_RS01050 YifB family Mg chelatase-like AAA ATPase	0.13348978915362
HER17_RS01060	HER17_RS01060	acetolactate synthase 2 catalytic subunit	HER17_RS01060 acetolactate synthase 2 catalytic subunit	0.0454181415134347
HER17_RS01065	HER17_RS01065	acetolactate synthase 2 small subunit	HER17_RS01065 acetolactate synthase 2 small subunit	0.37701941864678
HER17_RS01070	HER17_RS01070	branched-chain amino acid transaminase	HER17_RS01070 branched-chain amino acid transaminase	0.0628672885268136
HER17_RS01075	HER17_RS01075	dihydroxy-acid dehydratase	HER17_RS01075 dihydroxy-acid dehydratase	-0.346253860050384
HER17_RS01080	HER17_RS01080	threonine ammonia-lyase, biosynthetic	HER17_RS01080 threonine ammonia-lyase, biosynthetic	-0.434457397497142
HER17_RS01085	HER17_RS01085	DUF2461 domain-containing protein	HER17_RS01085 DUF2461 domain-containing protein	-0.003996591010893
HER17_RS01090	HER17_RS01090	hypothetical protein	HER17_RS01090 hypothetical protein	-0.038674804918049
HER17_RS01095	HER17_RS01095	HTH-type transcriptional activator IlvY	HER17_RS01095 HTH-type transcriptional activator IlvY	-0.400692757779953
HER17_RS01100	HER17_RS01100	ketol-acid reductoisomerase	HER17_RS01100 ketol-acid reductoisomerase	-0.0894204374522267
HER17_RS01105	HER17_RS01105	sodium/proline symporter PutP	HER17_RS01105 sodium/proline symporter PutP	0.181800298957308
HER17_RS01110	HER17_RS01110	trifunctional transcriptional regulator/proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase	HER17_RS01110 trifunctional transcriptional regulator/proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase	-0.0137440983866546
HER17_RS01115	HER17_RS01115	peptidylprolyl isomerase	HER17_RS01115 peptidylprolyl isomerase	-0.325681336821072
HER17_RS01125	HER17_RS01125	exopolyphosphatase	HER17_RS01125 exopolyphosphatase	-0.288939310030185
HER17_RS01130	HER17_RS01130	ATP-dependent RNA helicase RhlB	HER17_RS01130 ATP-dependent RNA helicase RhlB	0.0927326437509188
HER17_RS01135	HER17_RS01135	thioredoxin TrxA	HER17_RS01135 thioredoxin TrxA	0.0277747165483802
HER17_RS01145	HER17_RS01145	UDP-N-acetylglucosamine--undecaprenyl-phosphate N-acetylglucosaminephosphotransferase	HER17_RS01145 UDP-N-acetylglucosamine--undecaprenyl-phosphate N-acetylglucosaminephosphotransferase	-0.148499662738359
HER17_RS01150	HER17_RS01150	ECA polysaccharide chain length modulation protein	HER17_RS01150 ECA polysaccharide chain length modulation protein	-0.0587617054474074
HER17_RS01155	HER17_RS01155	UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)	HER17_RS01155 UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)	-0.0487800981186388
HER17_RS01160	HER17_RS01160	UDP-N-acetyl-D-mannosamine dehydrogenase	HER17_RS01160 UDP-N-acetyl-D-mannosamine dehydrogenase	-0.222241734159173
HER17_RS01170	HER17_RS01170	dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase	HER17_RS01170 dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase	0.117307911566228
HER17_RS01175	HER17_RS01175	dTDP-4-amino-4,6-dideoxygalactose transaminase	HER17_RS01175 dTDP-4-amino-4,6-dideoxygalactose transaminase	-0.07597848347656
HER17_RS01180	HER17_RS01180	lipid III flippase WzxE	HER17_RS01180 lipid III flippase WzxE	-0.0794452291034025
