name	short	t0set	num	nMapped	nPastEnd	nGenic	nUsed	gMed	gMedt0	gMean	cor12	mad12	mad12c	mad12c_t0	opcor	adjcor	gccor	maxFit	u
setATCH157	Norland	11/16/20 Dda3937	23	4298797	51783	2436622	2406424	335	805	649.507152496626	0.264459684608644	0.295821223483711	1.324218057968	1.1263213999936	0.186320590031688	-0.0198433448225129	0.0268500869886417	3.17160750866977	TRUE
setATCH158	Norland	11/16/20 Dda3937	24	3132840	45213	1710792	1688500	196	805	455.735492577598	0.182468104638093	0.432548921211712	1.54953206376455	1.1263213999936	0.15064220545924	-0.0256335537423079	-0.0214637138574834	6.80130368867141	TRUE
setATCH159	Norland	11/16/20 Dda3937	25	3346800	32739	1873556	1847781	266	805	498.726315789474	0.17781676808451	0.356426434749281	1.26555387649715	1.1263213999936	0.182386396208341	0.0364718332151346	-0.00311040774201938	3.13425323372503	TRUE
setATCH160	Upstate	11/16/20 Dda3937	26	3096824	46462	1737831	1715524	259	805	463.029419703104	0.308851898124621	0.26265341455284	1.20293122270373	1.1263213999936	0.242872890132874	0.0362076850889661	0.00217625346009468	4.78963225350817	TRUE
setATCH161	Upstate	11/16/20 Dda3937	27	4181562	50514	2333238	2300210	353	805	620.839406207827	0.247904879558861	0.239971926850818	1.1894329838764	1.1263213999936	0.194043289550169	0.0139200894509997	0.00349354126607783	4.19222412225606	TRUE
setATCH162	Upstate	11/16/20 Dda3937	28	1680855	15919	955217	943019	149	805	254.526045883941	0.268244749031107	0.32042377363422	1.21374531079059	1.1263213999936	0.165285859150061	0.0230791865022631	-0.0218273878316843	4.21620014177146	TRUE
setATCH163	Upstate	11/16/20 Dda3937	29	3693766	41884	2121126	2082765	291	805	562.14979757085	0.22943026800762	0.339467196253018	1.29545588352617	1.1263213999936	0.194341828747646	-0.0176754710817269	0.011740320458669	4.74841063044199	TRUE
setATCH164	Upstate	11/16/20 Dda3937	30	4165357	44066	2364196	2332745	346	805	629.620782726046	0.243111577134355	0.290259156406462	1.25887656543255	1.1263213999936	0.212485665037207	0.0351396204599082	0.00829986899221987	4.34876257391639	TRUE
setATCH165	Upstate	11/16/20 Dda3937	31	3942663	45460	2247764	2218128	346	805	598.685020242915	0.220776519350544	0.26199404499264	1.20643441258048	1.1263213999936	0.211896039901266	0.0160779067089978	0.0174436709098554	3.84261316037323	TRUE
setATCH189	Time0	1/26/21 Dda3937	32	3588872	39826	2043585	2020527	331	392	545.351417004049	0.0155923937448328	0.1695556773891	1.1260316440064	1.13385574673479	-0.0549146227777773	-0.0490152177863113	0.0248550029287999	1.14541755207194	FALSE
setATCH190	Time0	1/26/21 Dda3937	33	4184103	44659	2385998	2359372	392	331	636.807557354926	0.0155923937448328	0.1695556773891	1.13385574673479	1.1260316440064	-0.0549146227777773	-0.0490152177863113	-0.0248550029287999	1.23901330944181	FALSE
setATCH191	LB	1/26/21 Dda3937	34	3232449	37055	1843369	1818378	306	720	490.79028340081	0.165423864807606	0.196544600482953	1.13339728927646	1.11975195986086	0.163199628422229	0.0884840426672242	0.184445411575976	0.922700669770044	TRUE
setATCH192	LB	1/26/21 Dda3937	35	3293431	38521	1876405	1850775	313	720	499.534412955466	0.189244396938988	0.195511278708172	1.13750352374993	1.11975195986086	0.265199509655196	0.0707109026551737	0.189937310238103	1.08508629628556	TRUE
setATCH193	LB	1/26/21 Dda3937	36	3290865	37667	1875500	1850158	314	720	499.367881241565	0.18436589159886	0.195632053625302	1.12978552307497	1.11975195986086	0.219907257960377	0.101859859244214	0.206974233206106	1.13983098185056	FALSE
setATCH194	PDB	1/26/21 Dda3937	37	3167565	42519	1849063	1825093	244	720	492.602699055331	0.250487776353361	0.427303473413107	1.18767757535676	1.11975195986086	0.167049523720792	-0.01087910814029	0.102868549291899	3.42879211372264	TRUE
setATCH195	PDB	1/26/21 Dda3937	38	3495796	45021	2041457	2015302	272	720	543.941160593792	0.257288653103704	0.41900572939411	1.2422453751349	1.11975195986086	0.22037899633861	0.0165090705199102	0.0953048008841037	3.45852287963921	TRUE
setATCH196	PDB	1/26/21 Dda3937	39	1724420	22972	1006459	993465	134	720	268.141700404858	0.239298470361313	0.454931885491252	1.19591129326984	1.11975195986086	0.227147620204888	0.0410605604122476	0.118472294557544	3.5621853593169	TRUE
setATCH197	M9	1/26/21 Dda3937	40	3980258	66263	2312672	2278803	310	720	615.061538461538	0.330464026073222	0.242810711809629	1.17981663138656	1.11975195986086	0.323832215646339	0.0171155706539329	-0.108841028756296	6.38877722907745	TRUE
setATCH198	M9	1/26/21 Dda3937	41	3906511	67900	2271507	2237831	266	720	604.002968960864	0.264226956890246	0.347580083368723	1.20994444381271	1.11975195986086	0.294655892711747	0.0655098833983406	-0.0683957885486155	7.46568218793547	TRUE
setATCH199	M9	1/26/21 Dda3937	42	3523422	81349	2050092	2020926	214	720	545.459109311741	0.275135010841816	0.388254243306239	1.21418857683903	1.11975195986086	0.314845670752804	0.0937643451548376	-0.0731213270410748	7.77938402018706	TRUE
